command,mean,stddev,median,user,system,min,max
síncrono,200.42751200072,0.8086056648898992,200.60243732191998,652.3800694999999,266.64931888,199.26338632542,201.44422117742
assíncrono,76.83550599272,16.28517118415847,79.38646344242001,396.29124569999993,106.88386148,48.74113224442,97.47734666442001
