index;id;x;y;lote;quadra;idLote;idQuadra
4067;2081;255600;7240995;L3306;Q36;23;2
4068;2082;255600;7241010;L3306;Q36;23;2
4069;2083;255600;7241025;L3306;Q36;23;2
4070;2084;255600;7241040;L3306;Q36;23;2
4071;2085;255600;7241055;L3306;Q36;23;2
4072;2086;255600;7241070;L3306;Q36;23;2
4073;2087;255600;7241085;L3306;Q36;23;2
4074;2088;255600;7241100;L3306;Q36;23;2
4075;2089;255615;7240995;L3306;Q36;23;2
4076;2090;255615;7241010;L3306;Q36;23;2
4077;2091;255615;7241025;L3306;Q36;23;2
4078;2096;255615;7241100;L3306;Q36;23;2
4079;2092;255615;7241040;L3306;Q36;23;2
4080;2093;255615;7241055;L3306;Q36;23;2
4095;2111;255570;7240935;L3307;Q36;24;2
4098;2114;255585;7240860;L3307;Q36;24;2
4121;2138;255630;7240860;L3307;Q36;24;2
4130;2158;255585;7240755;L3308;Q36;25;2
4131;2157;255585;7240740;L3308;Q36;25;2
4133;2155;255570;7240830;L3308;Q36;25;2
4137;2151;255570;7240770;L3308;Q36;25;2
4143;2185;255630;7240800;L3308;Q36;25;2
4158;2171;255600;7240830;L3308;Q36;25;2
4159;2170;255600;7240815;L3308;Q36;25;2
4165;2164;255600;7240725;L3308;Q36;25;2
4171;2213;255690;7241565;L3309;Q36;26;2
4180;2222;255705;7241580;L3309;Q36;26;2
4214;2255;255690;7241430;L3310;Q36;27;2
4215;2256;255690;7241445;L3310;Q36;27;2
4229;2266;255705;7241475;L3310;Q36;27;2
4241;2240;255660;7241445;L3310;Q36;27;2
4246;2245;255660;7241520;L3310;Q36;27;2
4250;2249;255675;7241460;L3310;Q36;27;2
4253;2309;255705;7241340;L3311;Q36;28;2
4259;2315;255720;7241310;L3311;Q36;28;2
4271;2302;255690;7241355;L3311;Q36;28;2
4277;2295;255675;7241370;L3311;Q36;28;2
4280;2291;255675;7241310;L3311;Q36;28;2
4303;2327;255660;7241160;L3312;Q36;29;2
4311;2363;255720;7241220;L3312;Q36;29;2
4336;2338;255675;7241205;L3312;Q36;29;2
4363;2388;255690;7241070;L3313;Q36;30;2
4364;2387;255690;7241055;L3313;Q36;30;2
4365;2386;255690;7241040;L3313;Q36;30;2
4367;2384;255690;7241010;L3313;Q36;30;2
4368;2383;255690;7240995;L3313;Q36;30;2
4391;4869;255720;7240890;L3314;Q36;31;2
4403;4856;255690;7240935;L3314;Q36;31;2
4406;4853;255690;7240890;L3314;Q36;31;2
4421;4838;255660;7240905;L3314;Q36;31;2
4439;64;255690;7240815;L3315;Q36;32;2
4440;80;255720;7240815;L3315;Q36;32;2
4449;76;255720;7240755;L3315;Q36;32;2
4452;79;255720;7240800;L3315;Q36;32;2
4458;50;255675;7240725;L3315;Q36;32;2
4470;2413;255750;7241625;L3316;Q36;33;2
4487;2419;255765;7241595;L3316;Q36;33;2
4495;2427;255780;7241595;L3316;Q36;33;2
4507;2439;255795;7241655;L3316;Q36;33;2
4515;2486;255810;7241490;L3317;Q36;34;2
4530;2461;255765;7241475;L3317;Q36;34;2
4535;2466;255780;7241430;L3317;Q36;34;2
4536;2467;255780;7241445;L3317;Q36;34;2
4559;2518;255795;7241325;L3318;Q36;35;2
4575;2534;255825;7241325;L3318;Q36;35;2
4585;2497;255750;7241370;L3318;Q36;35;2
4595;2507;255780;7241280;L3318;Q36;35;2
4612;2554;255765;7241235;L3319;Q36;36;2
4619;2544;255750;7241205;L3319;Q36;36;2
4628;2574;255810;7241175;L3319;Q36;36;2
4647;2589;255750;7241010;L3320;Q36;37;2
4654;2597;255765;7241010;L3320;Q36;37;2
4672;2615;255795;7241040;L3320;Q36;37;2
4687;2630;255825;7241025;L3320;Q36;37;2
4688;2631;255825;7241040;L3320;Q36;37;2
4691;2634;255825;7241085;L3320;Q36;37;2
4708;2642;255765;7240920;L3321;Q36;38;2
4710;2644;255765;7240950;L3321;Q36;38;2
4718;2665;255810;7240905;L3321;Q36;38;2
4722;2669;255810;7240965;L3321;Q36;38;2
4730;2656;255795;7240890;L3321;Q36;38;2
4736;2696;255795;7240740;L3322;Q36;39;2
4764;2713;255825;7240755;L3322;Q36;39;2
4773;2704;255810;7240740;L3322;Q36;39;2
4778;2699;255795;7240785;L3322;Q36;39;2
4784;2788;255600;7242015;L5178;Q36;40;2
4798;2764;255540;7242030;L5178;Q36;40;2
4815;3176;255540;7242120;L5252;Q36;41;2
4829;4905;255180;7241865;L3160;Q37;0;3
4830;4898;255150;7241850;L3160;Q37;0;3
4831;4897;255150;7241835;L3160;Q37;0;3
4832;4896;255135;7241865;L3160;Q37;0;3
4833;4895;255135;7241850;L3160;Q37;0;3
4834;4894;255135;7241835;L3160;Q37;0;3
4835;4899;255150;7241865;L3160;Q37;0;3
4836;4900;255165;7241835;L3160;Q37;0;3
4837;4901;255165;7241850;L3160;Q37;0;3
4838;4902;255165;7241865;L3160;Q37;0;3
4839;4903;255180;7241835;L3160;Q37;0;3
4840;4904;255180;7241850;L3160;Q37;0;3
4841;4906;255195;7241835;L3160;Q37;0;3
4842;4907;255195;7241850;L3160;Q37;0;3
4843;4908;255195;7241865;L3160;Q37;0;3
4844;4909;255210;7241835;L3160;Q37;0;3
4845;4910;255210;7241850;L3160;Q37;0;3
4846;4911;255210;7241865;L3160;Q37;0;3
4858;4927;255180;7241925;L3161;Q37;1;3
4864;4921;255165;7241895;L3161;Q37;1;3
4866;255;255075;7241895;L3186;Q37;2;3
4867;256;255075;7241910;L3186;Q37;2;3
4868;257;255075;7241925;L3186;Q37;2;3
4869;259;255090;7241895;L3186;Q37;2;3
4870;258;255075;7241940;L3186;Q37;2;3
4871;260;255090;7241910;L3186;Q37;2;3
4872;246;255030;7241925;L3186;Q37;2;3
4873;245;255030;7241910;L3186;Q37;2;3
4874;244;255030;7241895;L3186;Q37;2;3
4875;261;255090;7241925;L3186;Q37;2;3
4876;262;255090;7241940;L3186;Q37;2;3
4877;263;255105;7241895;L3186;Q37;2;3
4878;264;255105;7241910;L3186;Q37;2;3
4879;265;255105;7241925;L3186;Q37;2;3
4880;266;255105;7241940;L3186;Q37;2;3
4881;247;255045;7241895;L3186;Q37;2;3
4882;248;255045;7241910;L3186;Q37;2;3
4883;249;255045;7241925;L3186;Q37;2;3
4884;250;255045;7241940;L3186;Q37;2;3
4885;251;255060;7241895;L3186;Q37;2;3
4886;252;255060;7241910;L3186;Q37;2;3
4887;253;255060;7241925;L3186;Q37;2;3
4888;254;255060;7241940;L3186;Q37;2;3
4895;1450;255090;7241850;L3187;Q37;3;3
4898;1447;255075;7241850;L3187;Q37;3;3
4912;274;255075;7241760;L3188;Q37;4;3
4918;280;255105;7241760;L3188;Q37;4;3
4928;1003;255270;7241940;L3221;Q37;5;3
4933;998;255270;7241865;L3221;Q37;5;3
4940;994;255255;7241895;L3221;Q37;5;3
4948;986;255240;7241880;L3221;Q37;5;3
