command,mean,stddev,median,user,system,min,max
pequeno,1.0144198706599998,0.11851405057071555,1.03302343916,0.6957121199999999,1.11818748,0.73478625766,1.16870743366
médio,2.9348938327599994,0.14189313167688572,2.93584656516,11.70718642,2.8899478800000002,2.73350301166,3.14905549466
grande,38.02358851556001,0.593975461668436,37.74436005666001,315.4960090199999,44.52336027999999,37.49420898566,39.148860949660005
muito grande,43.62169168455999,0.6877309186325725,43.76854879916,377.66324292,52.778741079999996,42.448083981660005,44.87671728066
