command,mean,stddev,median,user,system,min,max
movimento na GPU,77.45852677727999,17.718063293660542,73.34943877108,396.49021166,107.32548560000001,53.857515665579996,101.08165386558
movimento na CPU,82.44227948038,12.377391128173336,85.77060088558,397.06772756,115.9121727,64.52858641158,99.68066396258
