command,mean,stddev,median,user,system,min,max
contato na GPU,69.26704041062,14.21954551134297,71.61151945521999,393.98278616,93.73747433999999,48.52347007622,90.12403738422
contato na CPU,43.16064826422,0.8048097398275603,43.09869166272,378.97457956,51.91434074,41.838299571220006,44.388130736220006
