command,mean,stddev,median,user,system,min,max
inserção na GPU,73.43052560423999,16.309881184389518,72.36631302684,394.5274581,100.33467676000001,55.23915519284,93.53055029084
inserção na CPU,61.52399264084001,13.829091760201683,58.64340484834,383.3986527999999,83.82633736,48.159468234840006,87.19521582284
